rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
128,706pZPUcsKsREHM8RqHaY0,"Eyal Golan, Benaia Barabi",ממה את מפחדת,Liam Productions under exclusive license to D-Music,1,153,179,48899,08/06/2023,0.642,0.384,0.387,131.796,-8.05,0.635,0,0.0381,0.114
129,0tIQwXFOyQjd6K7w7PIBrn,Akiva,יש בך הכל,2022 Akiva+Or D. BY PIL LTD,72,118,52,48749,08/06/2023,0.561,0.566,0.436,142.87,-8.479,0.609,0.0004,0.0375,0.131
130,0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,12,94,32,48671,08/06/2023,0.834,0.522,0.854,145.035,-3.574,0.34,0,0.0703,0.0783
131,5UEnnrjmKyyReW8OY8FuvN,Liran Danino,ללכת,A.M Music Productions LTD,108,-1,53,48503,08/06/2023,0.384,0.643,0.242,161.049,-3.249,0.294,0,0.0299,0.166
132,0TNpCF1hyufMCwuJUyfyzd,Balishag,גנזב,2023 OY productions By PIL LTD,26,102,14,48483,08/06/2023,0.679,0.772,0.363,98.907,-4.947,0.212,0,0.0967,0.104
133,4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,11,93,15,48250,08/06/2023,0.568,0.485,0.517,66.961,-7.635,0.276,0,0.0582,0.323
134,7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,70,119,163,48161,08/06/2023,0.484,0.731,0.51,101.654,-6.694,0.431,0,0.0379,0.151
135,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,91,123,152,48114,08/06/2023,0.664,0.705,0.477,122.016,-4.972,0.0654,0,0.0382,0.118
136,4zuQsHzyA9PRIeh90HUXPg,Omer Adam,נתפוצץ כמו ילדים,P.A.I LTD,136,-1,1,48097,08/06/2023,0.781,0.641,0.257,101.001,-6.389,0.0971,0,0.0532,0.0512
137,2Nl4WXAYf6dvZUiz0VIeIy,"Ravid Plotnik, Ron Bunker",כלב מי שלא אוהב אותך,NaNa Disc,87,87,3,47971,08/06/2023,0.338,0.581,0.146,95.873,-7.507,0.167,0.0078,0.0445,0.12
138,6sADtPKtORAMZP3GQhOsHv,Ishay Ribo,סיבת הסיבות,2021 Ishay Ribo BY PIL LTD,8,113,119,47941,08/06/2023,0.773,0.538,0.676,127.967,-6.298,0.541,0,0.036,0.188
139,77KWLGuKJTk5OtE0mmQ7KT,Daniel Salomon,רבות הדרכים,Hed Arzi Ltd.,139,-1,1,47731,08/06/2023,0.534,0.276,0.0644,67.022,-9.305,0.642,0,0.0269,0.108
140,3hpaRxH73ciJCuH6QcNWXO,Eden Hason,מטפסים על הקירות,Mobile1 Music,6,110,44,47681,08/06/2023,0.776,0.817,0.965,99.993,-6.216,0.228,0,0.0841,0.0616
141,2gK92y6pVz6ygq8Fc7N2xL,Shlomo Artzi,תתארו לכם,Hed Arzi Ltd.,50,150,269,47511,08/06/2023,0.53,0.573,0.575,91.115,-8.276,0.794,0,0.0338,0.122
142,71xjeegYBRKeawXN8okxgP,Jasmin Moallem,הרבה זמן,Helicon Music,142,-1,1,47480,08/06/2023,0.68,0.555,0.172,122.821,-6.839,0.315,0.0001,0.0581,0.112
143,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,143,-1,3,47364,08/06/2023,0.728,0.697,0.87,143.986,-4.125,0.0556,0,0.0456,0.282
144,1hTth4TFnHWYWiXglQ6bN2,Omer Adam,רחוק מכולם,P.A.I Ltd.,1,175,112,47315,08/06/2023,0.804,0.492,0.856,120.063,-6.609,0.674,0,0.0511,0.0923
145,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,33,115,134,47157,08/06/2023,0.612,0.807,0.398,124.053,-2.81,0.0495,0.0177,0.0336,0.101
146,3pIg75bjjmRTTvm6h0dh2Q,Jasmin Moallem,נהדר,Helicon Music,146,-1,1,47147,08/06/2023,0.619,0.427,0.554,194.055,-9.17,0.4,0.0048,0.249,0.109
147,72W6xVQGdKHQl348KYgwg2,Idan Rafael Haviv,שלמים,Idan Rafael Haviv under exclusive license to NMC United Entertainment,1,161,150,46809,08/06/2023,0.417,0.355,0.0914,86.078,-12.372,0.847,0,0.0599,0.113
148,17CkDrcs82pIYo25VtIlSh,Ravid Plotnik,נענע,NaNa Disc,45,85,59,46650,08/06/2023,0.709,0.337,0.371,68,-13.14,0.447,0.0002,0.176,0.846
149,0zcATb7zOIdVkvLzUDDE9e,Tuna,מרפקים,Anana,82,82,3,46649,08/06/2023,0.542,0.812,0.577,72.936,-6.485,0.0798,0,0.107,0.693
150,5CkagnykIgnpOEorVEHgCF,Ravid Plotnik,בדיוק כמו שאני,NaNa Disc,97,101,4,46574,08/06/2023,0.567,0.278,0.609,82.057,-15.01,0.84,0,0.0857,0.141
151,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,137,184,46359,08/06/2023,0.513,0.73,0.334,171.001,-5.94,0.0014,0.0001,0.0598,0.0897
152,0x9UM4GuxnMJUjyuipowmo,Akiva,אל תעזבי ידיים,2021 Akiva Turgeman+Or Davidson BY PIL LTD,23,125,172,46111,08/06/2023,0.605,0.455,0.26,88.079,-7.956,0.739,0,0.0472,0.224
153,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,92,157,35,45991,08/06/2023,0.5,0.71,0.419,89.929,-3.015,0.19,0.0003,0.0339,0.269
154,4ASfFTCr9NGAQKEjMx5BgE,"Odeya, רואי אדם",האמת,Helicon Aroma Music Ltd.,3,108,35,45868,08/06/2023,0.641,0.591,0.309,93.048,-7.927,0.396,0,0.107,0.14
155,3ez2Vwn4Dd8UmPxviNalrn,"Tuna, Noga Erez, ROUSSO",עומס לב & Views,NaNa Disc,28,128,35,45767,08/06/2023,0.644,0.578,0.516,91.914,-7.036,0.187,0,0.0407,0.108
156,691Tx41oL0SPUv0kUAVmmn,Benaia Barabi,מישהו איתי כאן,NMC United Entertainment Ltd.,24,154,261,45594,08/06/2023,0.69,0.649,0.483,99.984,-5.973,0.631,0,0.03,0.144
157,1iqFD52dqVgLGJq74we3RW,Hanan Ben Ari,אמן על הילדים,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,16,174,131,45572,08/06/2023,0.398,0.37,0.237,104.949,-12.147,0.307,0,0.0621,0.338
158,2SuiaFYO8Mcldx5AFw7YqF,Omer Adam,פרח,P.A.I LTD,158,-1,1,45551,08/06/2023,0.738,0.286,0.455,132.888,-10.783,0.851,0,0.0341,0.0956
159,3iJQ54fGO6CyP374UzvDJu,Anna Zak,מי זאת,ITModels under exclusive license to D-Music,1,139,55,45549,08/06/2023,0.88,0.454,0.636,93.985,-8.404,0.192,0,0.0865,0.0786
160,3BKD1PwArikchz2Zrlp1qi,"David Guetta, Anne-Marie, Coi Leray",Baby Don't Hurt Me,Parlophone UK,135,135,4,45235,08/06/2023,0.602,0.91,0.228,127.944,-3.404,0.0013,0.0002,0.0308,0.12
161,0anWq8zX8Hz4jTKmdunfjq,Peer Tasi,לאט לאט לאט,Peer Tasi LTD under exclusive license to D-Music,53,120,21,45005,08/06/2023,0.781,0.457,0.638,118.022,-9.222,0.507,0,0.036,0.166
162,2oNXYk8KHThlxBD1GCBSng,"מיתר רובין, Ben Zur",זוכר אותנו,Matana Productions / Offir Productions / Daniel Tayar under exclusive license to D-Music,103,127,9,44753,08/06/2023,0.623,0.459,0.368,90.091,-8.67,0.535,0,0.0403,0.11
163,4Hze2IztAZzQ7CcJ5PFJgB,Netta,You Spin Me Round (Like a Record),S-Curve Records,163,-1,1,44723,08/06/2023,0.626,0.843,0.455,125.146,-3.841,0.0054,0,0.0648,0.5
164,0VbBpxILgU67CxIoSOlMOJ,Omer Adam,בן 30,P.A.I LTD,164,-1,1,44475,08/06/2023,0.695,0.371,0.184,93.093,-9.876,0.747,0,0.0299,0.103
165,1ttOlVyZvmnozD2muIxulw,Eviatar Banai,עד מחר,Hed Arzi Ltd.,42,138,272,44370,08/06/2023,0.331,0.557,0.27,163.164,-7.167,0.631,0.0175,0.0292,0.143
166,22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,141,162,30,43917,08/06/2023,0.633,0.927,0.88,146.097,-4.468,0.0267,0,0.0839,0.0986
167,0odehEKB3SeuY8NIm9kBT4,"Full Trunk, Sivan Talmor",As a Stone,NaNa Disc,35,141,201,43818,08/06/2023,0.645,0.763,0.559,82.448,-4.705,0.355,0.349,0.0351,0.302
168,3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,99,144,54,43754,08/06/2023,0.429,0.661,0.285,173.372,-7.227,0.0024,0.0001,0.0281,0.234
169,02hXZxgl6XwtAdK9y2sb6B,Eden Hason,כפיות,Mobile1 Music,1,-1,110,43669,08/06/2023,0.636,0.495,0.334,119.779,-7.474,0.506,0,0.0446,0.118
170,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,9,163,176,43429,08/06/2023,0.548,0.816,0.557,95.39,-4.209,0.122,0,0.0465,0.335
171,0hlBI8n1v5F2mj0tDIM5ai,LIAD MEIR,שלוק מהבלו,2020 Duda By PIL LTD,171,-1,1,43314,08/06/2023,0.921,0.577,0.708,111.947,-7.98,0.51,0,0.293,0.914
172,0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,131,-1,6,43243,08/06/2023,0.601,0.271,0.411,145.494,-8.688,0.937,0,0.0403,0.144
173,6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,106,68,43227,08/06/2023,0.597,0.427,0.642,93.031,-9.886,0.102,0.0024,0.0266,0.675
174,68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,115,124,58,43156,08/06/2023,0.69,0.521,0.494,100.028,-8.492,0.324,0,0.339,0.0534
175,2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,129,129,6,43076,08/06/2023,0.716,0.531,0.344,71.994,-7.355,0.0703,0,0.122,0.224
176,5VJBU2x2PKxdRzHkQr58Q9,Yonatan Kalimi,מי אם לא אני,T.Y Studio & Productions under exclusive license to D-Music,167,167,2,42989,08/06/2023,0.354,0.426,0.245,172.126,-8.716,0.582,0,0.0788,0.106
177,3K0O9JhSZgNcPKw9yNb66l,Omer Adam,אווירה של סוף,P.A.I LTD,177,-1,1,42974,08/06/2023,0.743,0.397,0.437,130.035,-7.538,0.696,0,0.0338,0.104
178,7mAzgufyoqPEU4L8yEGq5u,Omer Adam,רחוב החרדות,P.A.I LTD,178,-1,1,42894,08/06/2023,0.755,0.7,0.532,117.978,-9.764,0.549,0.0001,0.0478,0.684
179,4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,165,154,42788,08/06/2023,0.697,0.777,0.555,103.996,-3.472,0.0107,0,0.0834,0.097
180,6zJejIfVYLgjud3lTk4DLB,Rosa Linn,SNAP,Nvak Collective,20,140,46,42758,08/06/2023,0.565,0.636,0.525,170.01,-8.198,0.107,0,0.0638,0.447
181,58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,70,143,72,42748,08/06/2023,0.52,0.852,0.234,140.267,-5.866,0.0024,0.0001,0.0543,0.0733
182,7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,81,145,39,42663,08/06/2023,0.679,0.587,0.486,186.003,-7.015,0.141,0,0.276,0.137
183,26b3oVLrRUaaybJulow9kz,Libianca,People,5K Records Limited,127,133,12,42625,08/06/2023,0.573,0.422,0.693,124.357,-7.621,0.551,0,0.0678,0.102
184,3bicKwpfRpuSAgdIAvmZdz,Omer Adam,קאטליה No1,P.A.I LTD,41,126,5,42488,08/06/2023,0.733,0.577,0.477,92.944,-8.504,0.457,0,0.113,0.0943
185,52Do4VrXDPuXZ1KH2TZcqw,Static,להיט של שיר אחד,Mobile1 Music,16,166,16,42413,08/06/2023,0.657,0.727,0.777,145.016,-5.065,0.189,0,0.0432,0.121
186,7vn9SIc4NraLuIMzUeCK2o,Yuval Dayan,שרק תחייך,A.M Productions LTD,4,155,145,42351,08/06/2023,0.36,0.317,0.278,178.236,-9.483,0.827,0,0.034,0.101
187,6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,24,107,17,42318,08/06/2023,0.696,0.809,0.857,132.962,-8.254,0.252,0.0001,0.05,0.248
188,6uWUsqSzbYxGhRJHNI7xPE,Elisha Banai,סן דייגו,Unicell,60,152,46,42307,08/06/2023,0.408,0.516,0.257,76.968,-6.309,0.478,0,0.0307,0.107
189,6SuC1LItQ9V9SjET2EvvtD,"Agam Buhbut, Shahar Saul",באתי להציל אותך,2021 ZI Productions BY PIL LTD,11,114,84,42286,08/06/2023,0.785,0.501,0.126,101.93,-8.358,0.33,0,0.0616,0.12
190,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,9,160,186,42020,08/06/2023,0.501,0.405,0.446,109.891,-5.679,0.751,0,0.0319,0.105
191,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,100,173,136,41968,08/06/2023,0.548,0.532,0.405,85.03,-7.596,0.186,0.0003,0.0323,0.217
192,0hewMMEisHcflfBLtYKOPf,Yuval Dayan,תישארי את,Helicon Aroma Music Ltd.,192,-1,1,41902,08/06/2023,0.581,0.702,0.21,119.947,-5.931,0.315,0,0.0341,0.146
193,7kBR1BKTLCpATb0TbCYCy4,Eyal Golan,ואת אינך,Liam Productions under exclusive license to D-Music,23,199,22,41877,08/06/2023,0.55,0.575,0.219,149.947,-7.943,0.0235,0,0.0338,0.106
194,4wUeFidlHm9N9BxwZNykBj,"Anna Zak, Mergui",Hoodie,ITModels / Gaga Management under exclusive license to D-Music,36,171,11,41805,08/06/2023,0.901,0.623,0.971,118.965,-8.653,0.186,0,0.0387,0.256
195,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,Kid Ina Korner / Interscope,23,180,267,41674,08/06/2023,0.776,0.78,0.666,124.949,-4.374,0.0622,0,0.128,0.081
196,3veP41hqImUDYUhBbnZG90,Maor Cohen,שיר של יום חולין,NaNa Disc,68,142,52,41598,08/06/2023,0.44,0.711,0.262,76.17,-4.316,0.0038,0,0.031,0.254
197,48foShYuWKW4geyIU4RRkS,Odeya,רק אותך אהבתי,Helicon Aroma Music Ltd.,26,164,13,41298,08/06/2023,0.671,0.465,0.265,100.063,-7.942,0.648,0,0.0485,0.111
198,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,99,192,85,41011,08/06/2023,0.691,0.631,0.8,92.004,-6.478,0.0483,0,0.0368,0.104
199,03wOsqNRdFZAgwo708sjw2,Lana Del Rey,Say Yes To Heaven,Polydor Records,121,121,3,40887,08/06/2023,0.485,0.348,0.145,99.898,-11.576,0.678,0.167,0.0257,0.118
200,2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,85,158,37,40794,08/06/2023,0.586,0.525,0.508,133.629,-7.163,0.111,0,0.0615,0.134
1,3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,1,7,292472,15/06/2023,0.878,0.553,0.354,138.012,-8.424,0.53,0.0002,0.374,0.14
2,2b9TjqgLxE6zOZc4DSmYYx,"Noa Kirel, Forever Tel Aviv, Sagi Kariv",פרובוקטיבית,Noa Kirel / Forever Tel Aviv under exclusive license to D-Music,2,28,2,274570,15/06/2023,0.825,0.683,0.648,127.961,-6.864,0.126,0,0.0479,0.0662
3,3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,4,17,223447,15/06/2023,0.857,0.621,0.615,108.966,-6.86,0.117,0,0.203,0.0975
4,6dUregFbvUNqHP5nphqesK,"Noa Kirel, כאן - תאגיד השידור הישראלי",Unicorn,KAN Israeli Public Broadcasting Corporation under exclusive license to D-Music,1,2,15,208988,15/06/2023,0.681,0.868,0.282,130.126,-5.499,0.0216,0.0002,0.095,0.323
5,1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,3,8,185363,15/06/2023,0.545,0.779,0.303,150.002,-6.235,0.243,0,0.0751,0.123
6,0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,5,5,4,165010,15/06/2023,0.607,0.468,0.516,74.996,-8.711,0.164,0,0.039,0.122
7,4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,7,28,163777,15/06/2023,0.616,0.4,0.335,140.27,-11.169,0.193,0.0009,0.0327,0.102
8,60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,9,18,158991,15/06/2023,0.732,0.54,0.349,106.998,-8.727,0.511,0,0.0986,0.431
9,1Rh5r9vUOumJ1sbPuv3dkO,Eden Hason,עד שתבואי עד אליי,Mobile1 Music,5,12,29,154748,15/06/2023,0.69,0.704,0.537,124.021,-6.265,0.191,0,0.0428,0.101
10,1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,8,78,148677,15/06/2023,0.648,0.776,0.625,92.033,-7.552,0.0096,0,0.0401,0.145
11,5RX8T3EoTuXcybAxe6oPAw,Käärijä,Cha Cha Cha,WM Finland,3,6,6,147745,15/06/2023,0.718,0.791,0.743,155.082,-5.572,0.0021,0.0029,0.0447,0.111
12,6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,17,2,141796,15/06/2023,0.881,0.514,0.621,109.012,-6.671,0.284,0,0.0711,0.117
13,7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,11,52,139562,15/06/2023,0.33,0.768,0.361,156.52,-6.433,0.75,0,0.129,0.963
14,3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,13,48,138976,15/06/2023,0.714,0.487,0.528,100.009,-7.396,0.562,0,0.0257,0.0895
15,3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,16,34,136255,15/06/2023,0.761,0.787,0.542,140.093,-6.503,0.134,0.0015,0.249,0.161
16,4tpT9xacu03ADQI7utG24C,"Anna Zak, Itay Galo",אולסטאר וגופיות,ITModels / Itay Galo under exclusive license to D-Music,16,29,2,135638,15/06/2023,0.877,0.356,0.492,126.04,-8.89,0.202,0,0.0543,0.103
17,1huEeoVeYDxX6XEF640FfM,Omer Adam,DXB to TLV,P.A.I LTD,15,15,2,132395,15/06/2023,0.706,0.888,0.477,123.056,-7.226,0.106,0.0006,0.0795,0.0982
18,14LdhxElpZS0rKVV4nxtdA,Alessandra,Queen of Kings,Universal Music AS,5,10,6,129445,15/06/2023,0.563,0.908,0.171,125.972,-4.25,0.0696,0,0.0868,0.328
19,4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,14,22,128891,15/06/2023,0.707,0.681,0.646,117.999,-4.325,0.0632,0,0.0668,0.0322
20,4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,20,56,128614,15/06/2023,0.552,0.433,0.334,89.329,-9.792,0.777,0,0.068,0.139
21,6OXv4CrNp3DFRj6Cu1GojJ,Eyal Golan,מתי את חוזרת,Liam Productions under exclusive license to D-Music,6,18,12,125909,15/06/2023,0.58,0.47,0.381,136.032,-8.913,0.479,0,0.0331,0.0782
22,4f15d7Qc81qw4LKMAQhfYz,Omer Adam,יצאה שבת,P.A.I LTD,22,32,2,121033,15/06/2023,0.575,0.487,0.553,77.591,-11.275,0.731,0,0.1,0.0974
23,3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,23,-1,1,121025,15/06/2023,0.701,0.629,0.34,125.965,-9.208,0.326,0,0.05,0.179
24,6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,22,22,12,119793,15/06/2023,0.723,0.741,0.556,100.012,-6.608,0.0594,0,0.0332,0.0963
25,16NPQQxjcSfhb0UFaUVw5s,Eden Hason,אז מה עכשיו,Mobile1 Music,9,21,13,118104,15/06/2023,0.469,0.469,0.405,135.981,-9.823,0.437,0,0.114,0.573
26,1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,19,20,116415,15/06/2023,0.522,0.428,0.368,154.088,-7.764,0.797,0,0.0358,0.11
27,5I0WaR0LpN4Kn1zwbvd145,"E-Z, Noa Kirel",גושפנקא,Unicell,15,23,26,114224,15/06/2023,0.831,0.786,0.664,91.996,-6.654,0.488,0.0001,0.198,0.133
28,4PcdcSDUImHuVjoCezSYuC,"LIAD MEIR, רון חיון",פלואו של טמבל 2,2023 Duda By PIL LTD,16,24,10,109941,15/06/2023,0.75,0.658,0.757,155.118,-7.202,0.23,0,0.298,0.0435
29,6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,15,46,5,108789,15/06/2023,0.409,0.397,0.178,135.227,-9.592,0.385,0,0.0351,0.137
30,2QUuLcqNlQUFOuMm4osKdN,Peer Tasi,38,Peer Tasi LTD under exclusive license to D-Music,8,31,28,100779,15/06/2023,0.477,0.308,0.124,125.124,-10.401,0.437,0,0.0361,0.126
31,6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,31,39,2,99172,15/06/2023,0.604,0.423,0.303,104.238,-11.237,0.725,0.0006,0.202,0.108
32,5A3bEckI7AjWTguGqZOzUm,Noa Kirel,פנתרה,Noa Kirel under exclusive license to NMC United Entertainment Ltd.,1,26,44,99137,15/06/2023,0.832,0.647,0.488,102.036,-7.954,0.0588,0.0014,0.0755,0.411
33,5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,34,17,98078,15/06/2023,0.46,0.417,0.286,184.158,-9.757,0.733,0,0.0563,0.12
34,6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,38,36,98027,15/06/2023,0.292,0.518,0.376,205.16,-6.974,0.372,0,0.0775,0.537
35,1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group,18,36,9,96921,15/06/2023,0.508,0.43,0.324,130.09,-9.475,0.83,0.0004,0.0335,0.093
36,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,42,42,95573,15/06/2023,0.561,0.965,0.304,128.04,-3.673,0.0038,0,0.0343,0.371
37,4py8ddBPFRTYqL3vbh2FXq,"Static, Agam Buhbut",טרנטולה,Mobile1 Music,23,33,16,94787,15/06/2023,0.8,0.668,0.814,140.032,-5.439,0.196,0.0003,0.0758,0.157
38,2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,21,25,145,94561,15/06/2023,0.69,0.689,0.584,95.019,-7.37,0.781,0,0.0719,0.084
39,7Jeh9SPQdyULPmdIqTNo3y,"Tuna, Margalit Tzan'ani",כנפיים - Live,NaNa Disc,25,43,21,92868,15/06/2023,0.42,0.598,0.346,172.909,-10.621,0.388,0,0.329,0.122
40,2FDTHlrBguDzQkp7PVj16Q,"Dave, Central Cee",Sprinter,Neighbourhood / Live Yours,40,70,2,92367,15/06/2023,0.918,0.681,0.706,139.057,-4.705,0.263,0,0.201,0.0615
41,5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,15,41,23,91331,15/06/2023,0.801,0.684,0.68,102.987,-4.262,0.0304,0,0.0409,0.0516
42,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,51,63,90534,15/06/2023,0.52,0.731,0.662,173.93,-5.338,0.342,0.001,0.0557,0.311
43,06RR5ewHedBUC9GRgWLwkK,Ravid Plotnik,מוזיקה טובה,NaNa Disc,25,27,30,90126,15/06/2023,0.647,0.559,0.651,85.409,-6.751,0.128,0,0.181,0.167
44,2G1o9Mq8KpamOwJPZLuJc7,"Full Trunk, Jimbo J",סתלבט בקיבוץ,NaNa Disc,2,30,58,87867,15/06/2023,0.671,0.724,0.941,167.998,-8.799,0.588,0,0.0879,0.47
45,68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,49,138,87181,15/06/2023,0.585,0.394,0.345,84.018,-9.016,0.676,0,0.0321,0.119
46,6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,24,48,18,87023,15/06/2023,0.38,0.636,0.424,86.835,-6.376,0.271,0,0.0504,0.186
47,4JmmjsGmOED0sn0Le3r84u,"Tuna, Ravid Plotnik",עולם משוגע,Anana,29,47,265,83548,15/06/2023,0.569,0.633,0.568,149.904,-8.26,0.363,0.0016,0.0965,0.123
48,7wL2FfAPuP90EqSBALn7qM,"Omer Adam, E-Z",התעוררתי עם נמר,P.A.I LTD,44,44,2,83186,15/06/2023,0.829,0.659,0.439,99.976,-7.904,0.324,0,0.128,0.172
49,50uspwzqbMxkpyHzMLwUVy,Static,לירז,Mobile1 Music,4,50,17,82049,15/06/2023,0.682,0.764,0.729,165.063,-6.077,0.0304,0,0.299,0.24
50,5qbezFG8xCtoyUfOcjHUXv,Omer Adam,אני,P.A.I LTD,1,35,26,81644,15/06/2023,0.733,0.481,0.237,111.778,-9.625,0.376,0,0.0947,0.088
51,60GvepzSwgGx8kaZNln4L0,Ravid Plotnik,כל הזמן הזה,NaNa Disc,28,40,274,81178,15/06/2023,0.582,0.465,0.33,147.959,-11.032,0.0591,0,0.0555,0.267
52,1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,15,55,80,80411,15/06/2023,0.343,0.331,0.154,173.65,-11.067,0.857,0,0.0421,0.0896
53,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,53,143,4,80004,15/06/2023,0.728,0.697,0.87,143.986,-4.125,0.0556,0,0.0456,0.282
54,725hyNaW6DtJIrUtkk5K8o,אליאן כהן,בעולם הזה,2023 S.B.E Music By PIL LTD,47,52,7,78961,15/06/2023,0.708,0.37,0.219,130.023,-11.058,0.813,0,0.0538,0.145
55,3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,55,72,2,77925,15/06/2023,0.667,0.55,0.672,139.952,-7.795,0.766,0,0.0373,0.373
