rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
135,0kb42sln40xKrX5wgwU1ak,Mergui,Cry,Mobile1 Music,135,-1,1,51276,22/02/2024,0.404,0.257,0.213,142.205,-7.18,0.9,0,0.0319,0.115
136,0WS3pHso7moPHG8W2pbqPB,"Ravid Plotnik, ניר דנן",קפה וסיגריה,NaNa Disc,87,130,71,51120,22/02/2024,0.634,0.699,0.313,82.036,-5.085,0.0694,0,0.0895,0.209
137,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,Atlantic Records,5,146,40,51111,22/02/2024,0.728,0.697,0.87,143.986,-4.125,0.0556,0,0.0456,0.282
138,6xtqda5h0wlcFn3WdI4pb6,Tuna,כל הכוכבים,NaNa Disc,19,171,105,51064,22/02/2024,0.597,0.427,0.642,93.031,-9.886,0.102,0.0024,0.0266,0.675
139,3HkHwuHaOn1F9vEZxIEqCw,"Doli & Penn, Idan Raichel",להאמין,Dolev Ram & Penn Hazut / Helicon Ltd. under exclusive license to D-Music,58,172,65,50964,22/02/2024,0.609,0.374,0.415,120.123,-10.32,0.416,0,0.032,0.123
140,6ClLC1FYoL8orfOrcknQkk,Alma Gov,מה לעשות עם הזאב,Universal Music Israel Distributed Labels,140,-1,1,50894,22/02/2024,0.413,0.544,0.383,127.006,-7.4,0.562,0,0.0358,0.38
141,77k6W05ZwUQ8cp0CeK0iN6,"Tomer Yosef, Ben Hendler",עברתי רק כדי לראות,NaNa Disc,96,160,66,50760,22/02/2024,0.753,0.641,0.739,89.976,-6.388,0.0244,0,0.0366,0.088
142,4mRreSUqP7waa2jT5ul41T,Ravid Plotnik,יום חדש,NaNa Disc,37,107,110,50708,22/02/2024,0.633,0.59,0.32,85.015,-5.626,0.0363,0,0.304,0.16
143,6qi83Ret9Yok9PfZWzmdZk,"בנאל בן ציון, שירז אברהם",חסר/ה לי ברמות,Mobile1 Music,13,125,51,50672,22/02/2024,0.441,0.519,0.324,81.908,-7.435,0.666,0,0.0657,0.122
144,5edYMsNo852Zw29Qni9p8t,Noam Bettan,בובה,Zaav Music / Noam Bettan under exclusive license to D-Music,15,154,59,50568,22/02/2024,0.801,0.684,0.68,102.987,-4.262,0.0304,0,0.0409,0.0516
145,1VNWdmXSbaNrnWod10WIL0,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",Universal Republic Records,98,168,6,50529,22/02/2024,0.264,0.64,0.19,84.828,-6.221,0.0393,0,0.0442,0.151
146,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,Domino Recording Co,100,150,173,50485,22/02/2024,0.548,0.532,0.405,85.03,-7.596,0.186,0.0003,0.0323,0.217
147,1136mOn1aHIa1evNDoYRfo,Mor,תקרא לי מאמי,Mobile1 Music,54,139,34,50465,22/02/2024,0.697,0.48,0.344,130.057,-6.001,0.378,0,0.037,0.142
148,4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,5,127,75,50238,22/02/2024,0.561,0.965,0.304,128.04,-3.673,0.0038,0,0.0343,0.371
149,57BFhpG4Iq4Zgnoz2X6zbT,"Osher Cohen, Nadav Navi Aharoni",חמישי שישי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,17,148,81,50068,22/02/2024,0.754,0.661,0.198,121.981,-7.454,0.125,0.0071,0.0388,0.109
150,2LjK33xiNA8BA4U1ndj2bO,Jasmin Moallem,לבד במדבר,Helicon Music,57,121,37,50041,22/02/2024,0.699,0.434,0.433,92.02,-7.836,0.495,0,0.0501,0.232
151,6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,Cactus Jack/Epic,62,161,13,49986,22/02/2024,0.927,0.619,0.817,117.995,-4.441,0.0186,0,0.0539,0.104
152,04CyMEHliadfQWMUJb1w99,"¥$, Kanye West, Ty Dolla $ign",BURN,YZY,120,120,2,49957,22/02/2024,0.6,0.885,0.736,105.003,-6.21,0.0157,0,0.393,0.856
153,6uWUsqSzbYxGhRJHNI7xPE,Elisha Banai,סן דייגו,Unicell,60,141,83,49897,22/02/2024,0.408,0.516,0.257,76.968,-6.309,0.478,0,0.0307,0.107
154,7mBGGsJwx4o8NiqWfmAJ96,Ravid Plotnik,כפרה שלי,NaNa Disc,49,115,120,49726,22/02/2024,0.67,0.331,0.853,160.018,-13.178,0.73,0,0.195,0.104
155,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,91,143,189,49458,22/02/2024,0.664,0.705,0.477,122.016,-4.972,0.0654,0,0.0382,0.118
156,0JoYMP7hvEwxKCjj9szUo6,LIAD MEIR,טיל פצמר,2023 Duda by PIL ltd,8,159,29,49456,22/02/2024,0.706,0.751,0.418,160.039,-6.615,0.167,0,0.286,0.431
157,6Qb7YsAqH4wWFUMbGsCpap,Dua Lipa,Training Season,Warner Records,157,-1,1,49304,22/02/2024,0.812,0.587,0.664,123.041,-4.483,0.0349,0,0.0477,0.123
158,7hyle4lmxpFkhKOv2NxTiL,Idan Rafael Haviv,כמו כל יום,NMC United Entertainment Ltd.,66,196,50,49294,22/02/2024,0.529,0.718,0.432,142.008,-7.267,0.145,0.044,0.029,0.114
159,2gK92y6pVz6ygq8Fc7N2xL,Shlomo Artzi,תתארו לכם,Hed Arzi Ltd.,50,133,306,49288,22/02/2024,0.53,0.573,0.575,91.115,-8.276,0.794,0,0.0338,0.122
160,02hXZxgl6XwtAdK9y2sb6B,Eden Hason,כפיות,Mobile1 Music,1,199,129,49036,22/02/2024,0.636,0.495,0.334,119.779,-7.474,0.506,0,0.0446,0.118
161,42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,28,185,6,48973,22/02/2024,0.569,0.882,0.201,148.038,-2.777,0.0316,0,0.06,0.142
162,72W6xVQGdKHQl348KYgwg2,Idan Rafael Haviv,שלמים,Idan Rafael Haviv under exclusive license to NMC United Entertainment,1,151,187,48742,22/02/2024,0.417,0.355,0.0914,86.078,-12.372,0.847,0,0.0599,0.113
163,7a8B2vmOcJ6btFlBGl2IX9,"Doli & Penn, Dikla, Idan Rafael Haviv, Mark Eliyahu",ואז את תראי,Dolev Ram & Penn Hazut under exclusive license to D-Music,3,175,134,48687,22/02/2024,0.593,0.479,0.338,111.84,-8.792,0.554,0,0.0353,0.0804
164,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,Kid Ina Korner / Interscope,50,158,72,48548,22/02/2024,0.5,0.71,0.419,89.929,-3.015,0.19,0.0003,0.0339,0.269
165,4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,144,144,10,48463,22/02/2024,0.79,0.647,0.654,87.999,-5.983,0.0515,0,0.136,0.248
166,561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Eminem Catalog PS,26,177,66,48456,22/02/2024,0.637,0.678,0.254,84.039,-3.798,0.209,0,0.266,0.156
167,1iqFD52dqVgLGJq74we3RW,Hanan Ben Ari,אמן על הילדים,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,16,188,168,48306,22/02/2024,0.398,0.37,0.237,104.949,-12.147,0.307,0,0.0621,0.338
168,5CkagnykIgnpOEorVEHgCF,Ravid Plotnik,בדיוק כמו שאני,NaNa Disc,97,123,23,47968,22/02/2024,0.567,0.278,0.609,82.057,-15.01,0.84,0,0.0857,0.141
169,5K3fJmFEJZltzsH89Ggvn9,Shir Levi,שאריות מעצמי,Unicell,75,167,44,47951,22/02/2024,0.652,0.495,0.568,148.032,-7.961,0.337,0,0.0341,0.259
170,4f8ym2kd2ptaLBVF2f8sAC,Odeya,פוליטיקה,Helicon Aroma Music Ltd.,60,91,3,47838,22/02/2024,0.653,0.468,0.481,160.121,-9.165,0.757,0,0.125,0.092
171,3qWDOGP2SBMLQ3nzMIkNbz,Nathan Goshen,שני ילדים בעולם,Nathan Goshen under exclusive license to D-Music,14,163,136,47744,22/02/2024,0.406,0.354,0.479,119.706,-9.343,0.52,0,0.0355,0.116
172,5RnhWaP5VD3eJN3J0chPmh,"Tuna, Tzlil Danin",בסיבוב,Anana Ltd.,36,195,303,47592,22/02/2024,0.633,0.81,0.665,94.009,-6.819,0.0997,0,0.0486,0.12
173,1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,19,184,27,47553,22/02/2024,0.671,0.845,0.775,110.056,-4.93,0.0207,0,0.048,0.329
174,5Cf7f7XD97PYEUWEEb7mcQ,Hanan Ben Ari,חוץ מכדורגל,Hanan Ben Ari under exclusive license to D-Music,63,170,36,47498,22/02/2024,0.587,0.461,0.336,135.279,-7.077,0.636,0,0.0593,0.381
175,4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,32,189,33,47431,22/02/2024,0.847,0.622,0.22,130.001,-6.747,0.119,0,0.0903,0.285
176,1LPAIuklAWhEUGQ3nQrcBr,Ori Ben Ari,Lifamim,Mobile1 Music,47,169,76,47404,22/02/2024,0.578,0.497,0.31,140.021,-8.31,0.203,0,0.0355,0.114
177,1Ttz2PpMy1uF6qQJ2TpEoh,Peer Tasi,אחרי הנצח,Peer Tasi LTD under exclusive license to D-Music,92,162,14,47078,22/02/2024,0.553,0.302,0.271,82.011,-9.682,0.649,0.0001,0.0254,0.129
178,7n6emXIcaECmkljP1rPlvQ,Amir Dadon,לבחור נכון,Helicon Music,39,-1,193,47067,22/02/2024,0.442,0.376,0.166,71.769,-9.08,0.176,0.0002,0.0353,0.112
179,1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,180,56,46761,22/02/2024,0.644,0.735,0.418,88.98,-5.747,0.0521,0.144,0.0391,0.161
180,0x9UM4GuxnMJUjyuipowmo,Akiva,אל תעזבי ידיים,2021 Akiva Turgeman+Or Davidson BY PIL LTD,23,152,209,46557,22/02/2024,0.605,0.455,0.26,88.079,-7.956,0.739,0,0.0472,0.224
181,4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Mosley Music/Interscope Records,14,179,87,46279,22/02/2024,0.697,0.802,0.822,139.951,-6.412,0.0988,0,0.0456,0.0614
182,0LqFPyHVwoYxJnZsa3Ji8x,"Shlomo Artzi, Peer Tasi",נהר הדמעות,Peer Tasi / Hed Arzi LTD.,50,131,5,46254,22/02/2024,0.605,0.345,0.531,127.782,-11.942,0.782,0,0.0345,0.142
183,7AHM45gNY0LiFUSnfzjUus,Avraham Tal,הימים עוברים,Mobile1 Music,137,198,21,46184,22/02/2024,0.536,0.361,0.29,78.066,-8.85,0.558,0,0.0269,0.14
184,58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,70,-1,105,45959,22/02/2024,0.52,0.852,0.234,140.267,-5.866,0.0024,0.0001,0.0543,0.0733
185,6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,165,191,3,45893,22/02/2024,0.315,0.715,0.497,155.925,-8.072,0.0013,0,0.0362,0.0942
186,0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,Universal-Island Records Ltd.,133,-1,35,45746,22/02/2024,0.453,0.655,0.368,172.012,-4.22,0.0794,0,0.0259,0.0849
187,7tPq06JPk6t0Kk9ptZ6Cia,Mergui,סגול בהיר,Mobile1 Music,54,164,89,45484,22/02/2024,0.411,0.207,0.139,130.459,-10.126,0.687,0,0.0337,0.181
188,6DNfX5wKJklQeVVfqKZASC,Full Trunk,עוד יום,NaNa Disc,35,-1,86,45456,22/02/2024,0.807,0.719,0.676,120.054,-6.437,0.212,0,0.0583,0.0697
189,5CCxCzPB3HMh595Y1MNIm5,Tuna,סחרחורת,Anana Ltd.,32,-1,130,45165,22/02/2024,0.602,0.755,0.449,92.88,-4.901,0.0905,0,0.0873,0.68
190,1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,Polydor Records,126,183,5,45024,22/02/2024,0.82,0.452,0.74,117.401,-9.796,0.543,0.0029,0.0348,0.0714
191,2FMwWEcq2uWnc6ILvodlta,"Dudu Tassa, Roni Alter",מעליות,Hed Arzi Ltd.,97,166,198,44945,22/02/2024,0.607,0.333,0.416,143.304,-8.303,0.721,0,0.0307,0.0896
192,3MB1afOMzspYZUHF5cB0dq,Yoshi,אין מספיק זמן,Universal Music Israel Distributed Labels,115,194,40,44789,22/02/2024,0.705,0.559,0.562,152.004,-8.595,0.567,0.0689,0.0424,0.132
193,5nhdL0kvFVnRLIuygOcfQ9,Yossi Shitrit,מחשבות,Unicell,85,157,72,44773,22/02/2024,0.61,0.582,0.19,132.07,-5.409,0.293,0,0.0327,0.122
194,6W2tGdihSWtBIjooCZl35U,Omer Adam,בחורים טובים - Acoustic Live,P.A.I LTD,61,140,3,44652,22/02/2024,0.492,0.241,0.243,131.945,-8.778,0.89,0,0.0332,0.0972
195,71h6sV5KytTmPARarI28wI,Raviv Kaner,רסיסים,Helicon Aroma Music Ltd.,1,-1,169,44600,22/02/2024,0.616,0.377,0.375,73.974,-7.988,0.42,0,0.0279,0.0996
196,6SsIHyxHGkKaN9MET0k11l,הפיל הכחול - Hapil,הכל יהיה,821837 Records DK,155,174,6,44493,22/02/2024,0.688,0.422,0.529,101.97,-8.588,0.845,0.0059,0.0295,0.17
197,3MU69FMOB5ddPCMSo1f0g7,Full Trunk,וואלק,NaNa Disc,87,181,24,44457,22/02/2024,0.782,0.764,0.753,92.026,-7.984,0.102,0,0.081,0.515
198,7mjSHL2Eb0kAwiKbvNNyD9,Yusuf / Cat Stevens,Wild World,UMC (Universal Music Catalogue),188,-1,4,44351,22/02/2024,0.48,0.542,0.567,152.853,-8.51,0.345,0.0006,0.0348,0.113
199,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Eminem Catalog PS,68,-1,110,44345,22/02/2024,0.949,0.661,0.76,104.504,-4.244,0.0302,0,0.0572,0.0454
200,3VpqFdoAiNJZW8tqjWPl2E,"Miri Mesika, Mika Moshe",יש לך אותך,Helicon Music,83,155,4,44218,22/02/2024,0.339,0.453,0.393,83.785,-8.423,0.495,0,0.0332,0.228
1,2yPnlfwQ1AmhHauqQWDlWZ,Osher Cohen,מנגן ושר,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,1,3,506850,29/02/2024,0.551,0.633,0.379,148.029,-9.325,0.391,0,0.0402,0.0954
2,1jCAwxwhHIrtWzGeF6WfJ7,Kfir Tsafrir,פחד אלוהים,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,1,2,15,288775,29/02/2024,0.884,0.657,0.514,119.967,-5.933,0.568,0.0003,0.0901,0.0766
3,74kYHwU43s49Y5AukKArWQ,ששון איפרם שאולוב,משהו אמיתי בעיניים,ללא,2,3,26,269423,29/02/2024,0.552,0.588,0.507,144.058,-8.669,0.372,0,0.0527,0.168
4,0SMDtYt5HghaTMFc61nCnP,Omer Adam,ואיך שלא,P.A.I LTD,2,4,12,251681,29/02/2024,0.671,0.44,0.308,109.858,-8.386,0.773,0,0.0331,0.342
5,3IiaTxdKgDe9NvmosLM8bM,ששון איפרם שאולוב,בואי נדבר,Mobile1 Music,4,5,19,216478,29/02/2024,0.383,0.551,0.397,149.738,-7.724,0.359,0,0.117,0.135
6,34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,8,38,214501,29/02/2024,0.462,0.427,0.733,126.799,-10.983,0.618,0,0.0627,0.105
7,2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,7,11,214182,29/02/2024,0.446,0.403,0.372,180.069,-7.585,0.715,0,0.0278,0.506
8,16HcSqHWoJn7Be4T2MOCZ4,ששון איפרם שאולוב,גן עדן של משוגעים,Mobile1 Music,6,6,10,202175,29/02/2024,0.536,0.59,0.678,159.943,-8.768,0.0822,0,0.0358,0.234
9,1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,9,10,3,197158,29/02/2024,0.326,0.458,0.121,171.815,-8.914,0.848,0,0.0462,0.107
10,2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,10,13,4,191655,29/02/2024,0.661,0.429,0.278,125.92,-5.633,0.83,0,0.0324,0.15
11,6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",11,14,5,189446,29/02/2024,0.472,0.471,0.219,105.029,-5.692,0.151,0,0.0603,0.14
12,44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,12,26,162614,29/02/2024,0.42,0.352,0.514,98.69,-8.028,0.788,0,0.0381,0.665
13,6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,11,39,156869,29/02/2024,0.604,0.423,0.303,104.238,-11.237,0.725,0.0006,0.202,0.108
14,1pizAMAnDm5kDUSBKY3SPk,Osher Cohen,עד שיירד הסהר,Helicon Aroma Music Ltd./ P.A.I Ltd.,6,9,3,147784,29/02/2024,0.496,0.257,0.297,127.66,-11.769,0.904,0,0.0407,0.335
15,0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,15,28,140920,29/02/2024,0.553,0.48,0.41,126.964,-9.552,0.432,0,0.0301,0.13
16,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,19,24,136970,29/02/2024,0.75,0.733,0.844,111.018,-3.18,0.256,0,0.0319,0.114
17,3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,16,20,131744,29/02/2024,0.522,0.405,0.619,143.676,-9.405,0.732,0,0.0466,0.297
18,1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,21,115,130289,29/02/2024,0.648,0.776,0.625,92.033,-7.552,0.0096,0,0.0401,0.145
19,17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,19,34,6,126603,29/02/2024,0.561,0.604,0.242,159.92,-4.409,0.199,0,0.0337,0.104
20,5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,18,22,16,126353,29/02/2024,0.58,0.37,0.455,159.958,-10.219,0.728,0,0.0445,0.129
21,3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,27,38,126029,29/02/2024,0.701,0.629,0.34,125.965,-9.208,0.326,0,0.05,0.179
22,6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,26,42,125758,29/02/2024,0.409,0.397,0.178,135.227,-9.592,0.385,0,0.0351,0.137
23,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,20,24,7,125594,29/02/2024,0.706,0.8,0.629,100.011,-6.333,0.0058,0,0.0399,0.0822
24,4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,25,29,125386,29/02/2024,0.725,0.633,0.571,140.069,-6.421,0.436,0,0.0465,0.0931
25,6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,18,16,125143,29/02/2024,0.743,0.519,0.878,144.044,-10.364,0.502,0,0.305,0.219
26,0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,20,41,123653,29/02/2024,0.607,0.468,0.516,74.996,-8.711,0.164,0,0.039,0.122
27,1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,23,117,114440,29/02/2024,0.343,0.331,0.154,173.65,-11.067,0.857,0,0.0421,0.0896
28,3yqs30JY1zriDdlN2di2gI,"ששון איפרם שאולוב, Odeya",הדם שלי,Mobile1 Music,14,17,6,112592,29/02/2024,0.503,0.407,0.435,143.981,-8.637,0.546,0,0.0328,0.175
29,7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,30,89,108948,29/02/2024,0.33,0.768,0.361,156.52,-6.433,0.75,0,0.129,0.963
30,4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,29,93,108521,29/02/2024,0.552,0.433,0.334,89.329,-9.792,0.777,0,0.068,0.139
31,0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,28,17,107827,29/02/2024,0.469,0.227,0.207,118.707,-10.004,0.743,0,0.0354,0.1
32,5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,31,19,101277,29/02/2024,0.66,0.582,0.479,105.036,-9.52,0.67,0,0.0331,0.166
33,7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,33,36,201,99466,29/02/2024,0.484,0.731,0.51,101.654,-6.694,0.431,0,0.0379,0.151
34,60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,39,55,98744,29/02/2024,0.732,0.54,0.349,106.998,-8.727,0.511,0,0.0986,0.431
35,3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,41,44,96576,29/02/2024,0.878,0.553,0.354,138.012,-8.424,0.53,0.0002,0.374,0.14
36,1saT4tObMScARIwT4wTv0W,Ravid Plotnik,נתראה בגלגול הבא,NaNa Disc,23,38,216,96552,29/02/2024,0.511,0.396,0.197,111.506,-13.945,0.184,0.51,0.0389,0.68
37,68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,42,175,96291,29/02/2024,0.585,0.394,0.345,84.018,-9.016,0.676,0,0.0321,0.119
38,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,32,35,86,94556,29/02/2024,0.464,0.417,0.479,67.528,-9.345,0.136,0.022,0.0256,0.0974
39,4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,Generation Now/Atlantic,31,37,14,93998,29/02/2024,0.943,0.558,0.606,104.983,-4.911,0.0026,0,0.0568,0.0937
40,0PfvEnfj3hHl7zlc0WcfGY,Ravid Plotnik,‏שלווה בארמונותייך,NaNa Disc,23,40,97,92931,29/02/2024,0.335,0.331,0.187,136.164,-10.124,0.563,0,0.0349,0.161
41,2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,33,33,4,92653,29/02/2024,0.564,0.384,0.533,75.99,-7.965,0.875,0,0.055,0.122
42,7AYmToZ5y67fBjq4RLFbuq,Beyoncé,TEXAS HOLD 'EM,Parkwood Entertainment/Columbia,42,92,2,91572,29/02/2024,0.727,0.711,0.375,110.012,-6.549,0.582,0,0.078,0.158
43,3w0w2T288dec0mgeZZqoNN,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,YZY,43,46,3,89305,29/02/2024,0.594,0.811,0.311,148.144,-5.746,0.189,0,0.159,0.339
44,3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,43,24,87447,29/02/2024,0.441,0.273,0.267,138.343,-12.426,0.577,0,0.0393,0.0653
45,5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,47,26,87167,29/02/2024,0.628,0.523,0.416,169.982,-8.307,0.701,0.0027,0.0946,0.219
46,1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,44,35,87078,29/02/2024,0.484,0.53,0.323,136.848,-5.821,0.154,0,0.0538,0.263
47,3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,50,192,87053,29/02/2024,0.651,0.645,0.307,129.931,-6.173,0.47,0,0.0624,0.2
48,7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,Columbia,1,32,57,86365,29/02/2024,0.706,0.691,0.632,118.048,-4.775,0.0584,0.0001,0.0633,0.0232
49,6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,56,49,82795,29/02/2024,0.723,0.741,0.556,100.012,-6.608,0.0594,0,0.0332,0.0963
50,4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,45,188,82603,29/02/2024,0.697,0.777,0.555,103.996,-3.472,0.0107,0,0.0834,0.097
51,2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,48,27,82536,29/02/2024,0.636,0.416,0.518,87.914,-8.602,0.871,0,0.042,0.0896
52,3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,55,54,78663,29/02/2024,0.857,0.621,0.615,108.966,-6.86,0.117,0,0.203,0.0975
53,3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,YG Marley Music,53,53,4,78417,29/02/2024,0.66,0.727,0.418,125.023,-4.028,0.128,0,0.0441,0.524
54,3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,37,58,39,77026,29/02/2024,0.667,0.55,0.672,139.952,-7.795,0.766,0,0.0373,0.373
55,2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,21,59,182,76450,29/02/2024,0.69,0.689,0.584,95.019,-7.37,0.781,0,0.0719,0.084
56,6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,51,73,76422,29/02/2024,0.292,0.518,0.376,205.16,-6.974,0.372,0,0.0775,0.537
57,52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,"Slaughter Gang, LLC/Epic Records",39,57,7,73152,29/02/2024,0.625,0.733,0.244,172.09,-8.757,0.006,0.001,0.0488,0.375
58,4y4CClBoVYR9rXmeL5oK9c,"Ravid Plotnik, Avishai Cohen",לי ולה,NaNa Disc,57,69,48,72005,29/02/2024,0.543,0.746,0.65,84.994,-6.968,0.385,0,0.0535,0.173
59,5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,60,54,71930,29/02/2024,0.46,0.417,0.286,184.158,-9.757,0.733,0,0.0563,0.12
60,3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,82,85,70705,29/02/2024,0.714,0.487,0.528,100.009,-7.396,0.562,0,0.0257,0.0895
61,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,Columbia/Legacy,59,61,37,70608,29/02/2024,0.527,0.415,0.515,78.169,-11.451,0.457,0,0.122,0.117
